0.05,142.52,3.29,1,0.0,169.17
0.08,142.51,3.29,1,0.0,165.17
0.1,144.6,3.29,1,0.0,162.09
0.12,144.6,3.29,1,0.0,159.46
0.14,143.13,3.29,1,0.0,157.01
0.16,143.34,3.29,1,0.0,154.96
0.18,142.89,3.29,1,0.0,153.15
0.2,141.67,3.29,1,0.0,151.43
0.22,142.88,3.29,1,0.0,150.15
0.24,141.6,3.29,1,0.0,148.87
0.26,143.74,3.29,1,0.0,148.1
0.28,141.62,3.29,1,0.0,147.13
0.3,141.63,3.29,1,0.0,146.3
0.32,142.04,3.29,1,0.0,145.66
0.34,142.01,3.29,1,0.0,145.11
0.36,142.88,3.29,1,0.0,144.78
0.38,141.23,3.29,1,0.0,144.25
0.4,143.76,3.29,1,0.0,144.17
0.42,144.16,3.29,1,0.0,144.17
0.44,141.64,3.29,1,0.0,143.79
0.46,145.01,3.29,1,0.0,143.97
0.48,142.05,3.29,1,0.0,143.69
0.5,143.3,3.29,1,0.0,143.63
0.52,141.18,3.29,1,0.0,143.26
0.54,141.24,3.29,1,0.0,142.96
0.56,174.36,3.29,1,0.0,147.67
0.58,142.05,3.29,1,0.0,146.82
0.6,142.03,3.29,1,0.0,146.11
0.62,143.31,3.29,1,0.0,145.69
0.64,142.9,3.29,1,0.0,145.27
0.66,142.09,3.29,1,0.0,144.79
0.68,141.62,3.29,1,0.0,144.32
0.7,143.32,3.29,1,0.0,144.17
0.72,143.35,3.29,1,0.0,144.04
0.74,142.48,3.29,1,0.0,143.81
0.76,143.33,3.29,1,0.0,143.74
0.78,142.08,3.29,1,0.0,143.49
0.8,144.19,3.29,1,0.0,143.59
0.82,142.9,3.29,1,0.0,143.49
0.84,142.09,3.29,1,0.0,143.28
0.86,144.58,3.29,1,0.0,143.48
0.88,142.88,3.29,1,0.0,143.39
0.9,143.29,3.29,1,0.0,143.37
0.92,142.86,3.29,1,0.0,143.3
0.94,141.17,3.29,1,0.0,142.98
0.96,173.91,3.29,1,0.0,147.62
0.98,143.33,3.29,1,0.0,146.97
1.0,142.05,3.29,1,0.0,146.24
1.02,142.87,3.29,1,0.0,145.73
1.04,145.42,3.29,1,0.0,145.68
1.06,141.63,3.29,1,0.0,145.08
1.08,142.47,3.29,1,0.0,144.69
1.1,143.74,3.29,1,0.0,144.54
1.12,144.13,3.29,1,0.0,144.48
1.14,142.88,3.29,1,0.0,144.24
1.16,146.69,3.29,1,0.0,144.61
1.18,142.08,3.29,1,0.0,144.23
1.2,143.3,3.29,1,0.0,144.09
1.22,142.44,3.29,1,0.0,143.84
1.25,173.93,3.29,1,0.0,148.36
1.27,142.95,3.29,1,0.0,147.55
1.29,144.17,3.29,1,0.0,147.04
1.31,173.94,3.29,1,0.0,151.07
1.33,142.9,3.29,1,0.0,149.85
1.35,142.89,3.29,1,0.0,148.8
1.37,145.03,3.29,1,0.0,148.24
1.39,141.6,3.29,1,0.0,147.24
1.41,146.7,3.29,1,0.0,147.16
1.43,143.78,3.29,1,0.0,146.65
1.45,145.0,3.29,1,0.0,146.41
1.47,142.06,3.29,1,0.0,145.75
1.49,144.61,3.29,1,0.0,145.58
1.51,142.47,3.29,1,0.0,145.12
1.53,141.66,3.29,1,0.0,144.6
1.55,142.08,3.29,1,0.0,144.22
1.57,141.21,3.29,1,0.0,143.77
1.59,143.32,3.29,1,0.0,143.7
1.61,173.93,3.29,1,0.0,148.23
1.63,142.5,3.29,1,0.0,147.37
1.65,144.17,3.29,1,0.0,146.89
1.67,142.05,3.29,1,0.0,146.17
1.69,145.43,3.29,1,0.0,146.06
1.71,142.03,3.29,1,0.0,145.45
1.73,142.07,3.29,1,0.0,144.95
1.75,143.74,3.29,1,0.0,144.76
1.77,142.06,3.29,1,0.0,144.36
1.79,141.19,3.29,1,0.0,143.88
1.81,142.91,3.29,1,0.0,143.74
1.83,142.95,3.29,1,0.0,143.62
1.85,143.18,3.29,1,0.0,143.55
1.87,141.66,3.29,1,0.0,143.27
1.89,141.66,3.29,1,0.0,143.03
1.91,142.44,3.29,1,0.0,142.94
1.93,142.04,3.29,1,0.0,142.81
1.95,145.88,3.29,1,0.0,143.27
1.97,142.45,3.29,1,0.0,143.15
1.99,142.9,3.29,1,0.0,143.11
2.01,143.79,3.29,1,0.0,143.21
2.03,142.06,3.29,1,0.0,143.04
2.05,143.78,3.29,1,0.0,143.15
2.07,141.64,3.29,1,0.0,142.92
2.09,142.91,3.29,1,0.0,142.92
2.11,142.95,3.29,1,0.0,142.93
2.13,142.53,3.29,1,0.0,142.87
2.15,142.46,3.29,1,0.0,142.8
2.17,142.5,3.29,1,0.0,142.76
2.19,141.65,3.29,1,0.0,142.59
2.21,141.66,3.29,1,0.0,142.45
2.23,142.5,3.29,1,0.0,142.46
2.25,143.34,3.29,1,0.0,142.59
2.27,142.49,3.29,1,0.0,142.58
2.29,141.64,3.29,1,0.0,142.43
2.31,142.49,3.29,1,0.0,142.44
2.33,142.5,3.29,1,0.0,142.45
2.35,142.08,3.29,1,0.0,142.4
2.37,142.1,3.29,1,0.0,142.35
2.4,143.35,3.29,1,0.0,142.5
2.42,142.5,3.29,1,0.0,142.5
2.44,142.92,3.29,1,0.0,142.56
2.46,142.07,3.29,1,0.0,142.49
2.48,141.65,3.29,1,0.0,142.36
2.5,142.06,3.29,1,0.0,142.32
2.52,141.66,3.29,1,0.0,142.22
2.54,143.4,3.29,1,0.0,142.4
2.56,142.09,3.29,1,0.0,142.35
2.58,142.05,3.29,1,0.0,142.31
2.6,142.5,3.29,1,0.0,142.33
2.62,144.2,3.29,1,0.0,142.61
2.64,142.88,3.29,1,0.0,142.65
2.66,142.48,3.29,1,0.0,142.63
2.68,142.51,3.29,1,0.0,142.61
2.7,143.34,3.29,1,0.0,142.72
