0.01,136.46
0.02,137.36
0.03,136.5
0.04,136.9
0.05,136.18
0.06,136.93
0.08,136.85
0.09,137.36
0.1,136.48
0.11,136.52
0.12,136.89
0.13,136.95
0.14,136.03
0.15,136.96
0.16,137.25
0.17,136.56
0.18,136.49
0.19,136.05
0.21,136.91
0.22,136.53
0.23,136.94
0.24,136.48
0.25,135.36
0.26,136.51
0.27,136.48
0.28,136.96
0.29,136.47
0.3,136.48
0.31,136.92
0.32,136.48
0.34,136.09
0.35,136.46
0.36,137.36
0.37,137.36
0.38,136.1
0.39,137.35
0.4,136.51
0.41,136.91
0.42,137.35
0.43,136.5
0.44,136.48
0.45,136.91
0.47,136.11
0.48,136.91
0.49,136.45
0.5,136.5
0.51,136.9
0.52,136.12
0.53,137.37
0.54,136.55
0.55,137.39
0.56,136.5
0.57,136.93
0.58,137.39
0.6,137.68
0.61,137.35
0.62,136.51
0.63,136.55
0.64,136.51
0.65,136.47
0.66,136.52
0.67,137.39
0.68,136.5
0.69,137.29
0.7,136.98
0.72,136.42
0.73,136.5
0.74,137.32
0.75,136.94
0.76,136.89
0.77,137.35
0.78,136.45
0.79,136.09
0.8,137.06
0.81,137.37
0.82,136.26
0.83,136.95
0.85,136.07
0.86,137.38
0.87,136.09
0.88,136.5
0.89,136.52
0.9,137.25
0.91,136.98
0.92,136.94
0.93,136.51
0.94,136.96
0.95,136.51
0.97,136.41
0.98,136.78
0.99,137.82
1.0,136.88
1.01,136.1
1.02,136.08
1.03,136.57
1.04,136.52
1.05,136.89
1.06,136.9
1.07,136.47
1.09,137.0
1.1,136.83
1.11,136.5
1.12,136.52
1.13,136.89
1.14,137.32
1.15,136.95
1.16,136.91
1.17,137.16
1.18,136.9
1.19,136.87
1.2,136.48
1.22,136.95
1.23,137.37
1.24,136.92
1.25,136.08
1.26,137.35
1.27,136.93
1.28,137.21
1.29,136.1
1.3,136.94
1.31,136.94
1.32,136.1
1.34,137.06
1.35,136.89
1.36,137.32
1.37,137.51
1.38,136.97
1.39,137.37
1.4,136.53
1.41,136.48
1.42,136.49
1.43,136.09
1.44,136.51
1.46,136.95
1.47,136.05
1.48,136.94
1.49,136.5
1.5,137.35
1.51,136.94
1.52,137.38
1.53,137.34
1.54,137.36
1.55,136.15
1.56,136.52
1.57,136.54
1.59,137.4
1.6,136.54
1.61,136.94
1.62,136.98
1.63,136.3
1.64,136.93
1.65,137.4
1.66,136.95
1.67,136.53
1.68,137.32
1.7,136.1
1.71,135.64
1.72,136.52
1.73,137.4
1.74,136.08
1.75,136.94
1.76,136.5
1.77,136.94
1.78,136.89
1.79,136.05
1.8,136.94
1.81,136.39
1.83,136.52
1.84,136.81
1.85,136.11
1.86,137.37
1.87,136.93
1.88,136.91
1.89,136.02
1.9,136.91
1.91,137.79
1.92,136.51
1.93,136.95
1.94,137.32
1.96,136.57
1.97,137.41
1.98,136.08
1.99,136.95
2.0,136.87
2.01,137.31
2.02,136.89
2.03,136.15
2.04,136.51
2.05,136.54
2.06,136.41
2.08,136.89
2.09,136.88
2.1,136.54
2.11,137.1
2.12,136.57
2.13,136.44
2.14,136.55
2.15,136.95
2.16,136.07
2.17,137.41
2.18,136.89
2.19,136.95
2.21,136.89
2.22,137.34
2.23,136.99
2.24,136.91
2.25,136.99
2.26,136.5
2.27,136.97
2.28,137.4
2.29,136.46
2.3,136.08
2.31,137.39
2.33,136.54
2.34,137.79
2.35,136.89
2.36,136.49
2.37,137.36
2.38,136.93
2.39,136.52
2.4,137.34
2.41,137.42
2.42,136.49
2.43,136.91
2.45,136.65
2.46,136.94
2.47,137.53
2.48,136.97
2.49,136.93
2.5,136.56
2.51,136.48
2.52,136.49
2.53,136.1
2.54,138.24
2.55,136.95
2.57,137.76
2.58,136.45
2.59,137.04
2.6,136.92
2.61,136.05
2.62,137.48
2.63,136.57
2.64,137.22
2.65,136.49
2.66,136.73
2.67,138.18
2.68,136.46
2.7,136.88
2.71,136.06
2.72,135.9
2.73,136.87
2.74,136.09
2.75,136.93
2.76,137.51
2.77,136.51
2.78,136.5
2.79,136.5
2.8,136.5
2.81,136.91
2.83,136.45
2.84,136.05
2.85,136.33
2.86,136.02
2.87,136.47
2.88,136.93
2.89,136.96
2.9,136.8
2.91,136.92
2.92,136.81
2.93,135.94
2.95,136.5
2.96,132.85
2.97,137.36
2.98,137.11
2.99,136.86
3.0,136.45
3.01,136.03
3.02,137.36
3.03,137.37
3.04,136.49
3.05,136.51
3.07,137.31
3.08,136.48
3.09,136.01
3.1,137.79
3.11,136.53
3.12,136.94
3.13,136.52
3.14,135.52
3.15,137.48
3.16,136.55
3.17,136.54
3.18,137.79
3.2,137.38
3.21,136.09
3.22,136.93
3.23,136.48
3.24,136.48
3.25,136.95
3.26,137.08
3.27,136.45
3.28,136.47
3.29,136.85
3.3,136.01
3.31,136.92
3.33,136.46
3.34,136.48
3.35,137.3
3.36,137.29
3.37,137.77
3.37,36.04
3.38,34.1
3.38,32.55
3.39,33.1
3.39,58.9
3.4,43.68
3.4,49.48
3.41,35.68
3.41,34.33
3.42,35.08
3.43,58.84
3.43,34.42
3.43,33.7
3.44,35.15
3.44,33.13
3.45,35.02
3.45,34.76
3.46,34.74
3.46,34.99
3.47,36.45
3.47,36.62
3.48,36.77
3.48,34.09
3.49,33.64
3.49,35.44
3.5,34.27
3.5,36.54
3.51,33.93
3.51,32.81
3.52,36.16
3.52,35.83
3.53,35.11
3.53,34.84
3.54,33.29
3.54,34.66
3.54,35.54
3.55,35.67
3.55,35.18
3.56,35.83
3.56,35.93
3.57,36.43
3.57,35.19
3.58,33.58
3.58,37.5
3.59,36.28
3.59,35.13
3.6,36.19
3.6,36.97
3.61,37.03
3.61,37.94
3.62,37.62
3.62,38.52
3.63,36.9
3.63,39.93
3.64,41.73
3.64,43.17
3.65,42.43
3.65,42.45
3.66,40.92
3.66,39.76
3.67,39.37
3.67,39.83
3.68,39.43
3.68,39.51
3.69,39.26
3.69,39.2
3.7,39.28
3.7,39.27
3.71,39.37
3.71,38.98
3.72,38.62
3.72,38.66
3.73,38.64
3.73,38.74
3.74,38.82
3.74,38.82
3.75,39.25
3.75,39.67
3.76,40.88
3.76,40.15
3.77,40.57
3.77,40.56
3.78,40.57
3.78,40.04
3.79,39.65
3.79,39.72
3.8,39.31
3.8,42.83
3.81,58.75
3.82,40.27
3.82,38.89
3.83,44.86
3.83,39.38
3.84,38.56
3.84,37.66
3.85,38.55
3.85,38.56
3.86,38.12
3.86,38.62
3.87,37.3
3.87,38.19
3.88,37.73
3.88,37.75
3.89,37.29
3.89,37.66
3.9,38.09
3.9,38.08
3.91,37.6
3.91,37.64
3.91,30.63
3.92,37.21
3.93,37.55
3.93,37.28
3.93,37.47
3.94,38.38
3.94,36.61
3.95,37.06
3.95,37.43
3.96,37.81
3.96,37.29
3.97,37.31
3.97,36.45
3.98,30.39
3.98,31.84
3.99,33.34
3.99,28.72
4.0,29.05
4.0,37.05
4.01,38.63
4.01,36.08
4.02,27.63
4.02,33.48
4.03,30.29
4.03,25.41
4.03,36.28
4.04,35.4
4.04,33.41
4.05,34.5
4.05,35.8
4.06,31.27
4.06,29.35
4.07,33.08
4.07,31.36
4.08,33.15
4.08,35.91
4.09,34.01
4.09,33.67
4.1,34.86
4.1,34.44
4.11,35.51
4.11,31.62
4.11,33.49
4.12,35.69
4.12,35.56
4.13,36.23
4.13,36.19
4.14,36.14
4.14,35.23
4.15,34.39
4.15,34.77
4.16,35.04
4.16,35.06
4.17,35.08
4.17,34.58
4.18,34.08
4.18,35.37
4.19,34.01
4.19,35.3
4.2,34.35
4.2,35.18
4.21,34.7
4.21,34.65
4.21,32.88
4.22,33.71
4.22,34.57
4.23,33.67
4.23,34.93
4.24,34.67
4.24,34.01
4.25,35.04
4.25,33.95
4.26,34.35
4.26,33.05
4.27,34.31
4.27,33.84
4.28,34.27
4.28,33.35
4.29,34.23
4.29,33.71
4.29,34.2
4.3,34.14
4.3,33.71
4.31,34.09
4.31,34.06
4.32,33.65
4.32,34.02
4.33,33.6
4.33,33.61
4.34,33.15
4.34,34.63
4.35,33.91
4.35,33.37
4.36,32.65
4.36,33.94
4.37,33.04
4.37,33.49
4.37,33.05
4.38,33.48
4.38,32.17
4.39,33.07
4.39,33.91
4.4,33.54
4.4,33.87
4.41,33.45
4.41,33.6
4.42,33.45
4.42,32.13
4.43,32.57
4.43,33.46
4.44,33.47
4.44,33.07
4.44,33.46
4.45,33.06
4.45,33.89
4.46,33.48
4.46,33.47
4.47,33.51
4.47,33.42
4.48,33.06
4.48,34.04
4.49,33.07
4.49,33.09
4.5,33.46
4.5,33.89
4.51,33.95
4.51,32.6
4.52,33.83
4.52,33.54
4.52,32.53
4.53,33.47
4.53,33.47
4.54,33.92
4.54,33.97
4.55,33.06
4.55,33.47
4.56,33.95
4.56,33.48
4.57,33.94
4.57,31.31
4.58,33.06
4.58,33.08
4.59,32.65
4.59,33.05
4.59,33.07
4.6,33.07
4.6,33.5
4.61,33.11
4.61,33.3
4.62,33.47
4.62,32.16
4.63,33.99
4.63,33.46
4.64,33.49
4.64,33.46
4.65,33.05
4.65,33.88
4.66,33.45
4.66,33.09
4.66,33.87
4.67,33.01
4.67,33.45
4.68,33.24
4.68,33.41
4.69,34.29
4.69,33.42
4.7,33.91
4.7,33.84
4.71,34.3
4.71,33.42
4.72,34.32
4.72,34.31
4.73,34.3
4.73,33.87
4.73,34.7
4.74,33.87
4.74,34.22
4.75,34.22
4.75,33.42
4.76,33.84
4.76,33.8
4.77,34.65
4.77,34.17
4.78,32.94
4.78,33.87
4.79,34.2
4.79,33.81
4.8,33.35
4.8,34.65
4.81,33.82
4.81,33.77
4.81,33.36
4.82,33.35
4.82,33.75
4.83,34.63
4.83,32.92
4.84,32.48
4.84,34.66
4.85,33.43
4.85,33.42
4.86,33.77
4.86,33.39
4.87,32.96
4.87,33.83
4.88,32.95
4.88,34.65
4.88,32.96
4.89,33.39
4.89,33.85
4.9,32.92
4.9,34.24
4.91,34.64
4.91,34.66
4.92,32.55
4.92,34.69
4.93,34.25
4.93,33.34
4.94,32.91
4.94,33.76
4.94,32.95
4.95,34.67
4.95,33.35
4.96,34.27
4.96,33.39
4.97,33.27
4.97,33.5
4.98,34.2
4.98,33.29
4.99,33.29
4.99,33.3
5.0,34.1
5.0,32.91
5.01,32.83
5.01,34.52
5.01,33.69
5.02,33.63
5.02,33.24
5.03,33.25
5.03,33.94
5.04,34.5
5.04,33.73
5.05,34.08
5.05,33.57
5.06,32.31
5.06,33.97
5.07,33.98
5.07,34.78
5.08,34.29
5.08,34.33
5.09,32.58
5.09,33.85
5.1,33.41
5.1,33.35
5.11,34.25
5.11,33.76
5.12,33.79
5.12,34.62
5.13,33.75
5.13,34.08
5.14,33.19
5.14,33.99
5.15,34.42
5.15,32.7
5.15,33.96
5.16,33.47
5.16,33.5
5.17,34.32
5.17,33.82
5.18,33.43
5.18,32.95
5.19,32.47
5.19,32.73
5.2,33.74
5.2,33.4
5.21,32.42
5.21,32.74
5.22,32.36
5.22,33.18
5.22,32.3
5.23,32.7
5.23,33.07
5.24,32.59
5.24,32.18
5.25,30.86
5.25,32.93
5.26,33.42
5.26,31.66
5.27,32.06
5.27,31.62
5.27,31.19
5.28,31.19
5.28,31.54
5.29,31.59
5.29,32.77
5.3,32.79
5.3,32.77
5.31,31.06
5.31,32.35
5.32,30.59
5.32,31.44
5.33,31.83
5.33,30.96
5.33,32.17
5.34,32.65
5.34,31.36
5.35,32.98
5.35,31.69
5.36,33.4
5.36,32.97
5.37,32.9
5.37,32.98
5.38,31.39
5.38,31.1
5.38,32.41
5.39,32.82
5.39,31.55
5.4,32.77
5.4,32.37
5.41,32.28
5.41,32.28
5.42,33.05
5.42,32.63
5.43,32.21
5.43,32.24
5.44,31.76
5.44,32.61
5.44,31.71
5.45,30.73
5.45,32.07
5.46,30.78
5.46,31.13
5.47,31.48
5.47,31.99
5.48,32.36
5.48,30.64
5.48,30.98
5.49,30.99
5.49,30.97
5.5,30.53
5.5,30.94
5.51,30.96
5.51,31.69
5.52,31.72
5.52,30.91
5.52,30.4
5.53,32.0
5.53,30.73
5.54,31.11
5.54,31.57
5.55,31.51
5.55,31.94
5.56,30.16
5.56,31.81
5.56,31.01
5.57,31.37
5.57,30.52
5.58,30.91
5.58,32.1
5.59,30.02
5.59,31.27
5.6,32.53
5.6,30.34
5.6,30.33
5.61,30.73
5.61,31.11
5.62,31.52
5.62,30.23
5.63,31.44
5.63,31.41
5.64,31.01
5.64,30.08
5.64,31.77
5.65,30.89
5.65,30.83
5.66,30.89
5.66,31.28
5.67,29.51
5.67,30.74
5.68,29.91
5.68,30.78
5.69,31.5
5.69,30.63
5.69,31.89
5.7,29.34
5.7,30.54
5.71,30.97
5.71,30.87
5.72,32.12
5.72,31.28
5.73,29.97
5.73,30.73
5.73,30.74
5.74,31.53
5.74,30.63
5.75,30.63
5.75,31.38
5.76,31.33
5.76,29.26
5.77,30.05
5.77,30.04
5.77,30.4
5.78,30.39
5.78,29.92
5.79,29.46
5.79,31.11
5.8,30.65
5.8,32.69
5.8,30.54
5.81,32.59
5.81,29.28
5.82,30.03
5.82,32.48
5.83,32.02
5.83,31.92
5.84,29.86
5.84,29.41
5.84,32.62
5.85,30.52
5.85,32.59
5.86,32.31
5.86,33.31
5.87,29.11
5.87,32.0
5.88,32.75
5.88,32.29
5.88,33.34
5.89,29.3
5.89,31.77
5.9,28.8
5.9,28.81
5.91,28.73
5.91,29.17
5.92,29.11
5.92,33.05
5.92,33.07
5.93,28.12
5.93,28.91
5.94,33.28
5.94,29.28
5.95,28.33
5.95,28.32
5.96,28.26
5.96,29.11
5.96,29.04
5.97,28.57
5.97,28.97
5.98,28.5
5.98,28.46
5.99,27.99
5.99,28.4
5.99,27.9
6.0,28.32
6.0,28.27
6.01,28.2
6.01,27.32
6.01,27.74
6.02,27.25
6.02,27.72
6.03,27.63
6.03,27.63
6.04,27.97
6.04,27.09
6.04,27.92
6.05,27.44
6.05,27.88
6.06,27.4
6.06,28.21
6.07,28.15
6.07,28.14
6.07,28.11
6.08,28.51
6.08,28.04
6.09,27.55
6.09,27.49
